customer_segment_id,segment_name,segment_tier,risk_band,segment_payload_json
28beebfd-8678-1207-6e5b-7f5e0b927c72,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 85, ""pricing_profile"": ""preferential""}"
3fac7f30-b6b5-9b39-3c28-ef7ed57d0146,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 164, ""pricing_profile"": ""preferential""}"
16fc5317-1537-2e61-eb2e-e593a87063fa,emerging_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 86, ""pricing_profile"": ""preferential""}"
416604e3-3e0e-acaf-a431-e5402527754e,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 51, ""pricing_profile"": ""preferential""}"
a4902a82-d4e9-1a6f-06bb-9876ed0454c1,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 48, ""pricing_profile"": ""preferential""}"
78a8e3aa-ee20-6678-323b-8bf5feb7d8ac,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 125, ""pricing_profile"": ""preferential""}"
5f8604a5-3246-fb58-342b-9d9d1716886a,private_banking,TIER_1,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 60, ""pricing_profile"": ""relationship_pricing""}"
fbe89d6a-2464-06db-31ca-5d2f9d97b919,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 163, ""pricing_profile"": ""preferential""}"
f09bf59d-bcb3-472c-55d3-805df4713a70,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 121, ""pricing_profile"": ""preferential""}"
df531a4c-3740-5866-3d67-0c432845e545,mass_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 163, ""pricing_profile"": ""preferential""}"
2bb1dd5a-6ed8-e1b7-8c81-b22ddf78814e,high_net_worth,TIER_1,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 160, ""pricing_profile"": ""relationship_pricing""}"
afbe5335-1c2f-7370-c919-36ae1f490777,emerging_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 78, ""pricing_profile"": ""preferential""}"
94da5859-7ba1-b329-43b4-1bdbb17454b4,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 48, ""pricing_profile"": ""preferential""}"
659eb8e4-3df6-ebe0-a6d8-ad973cabe63a,emerging_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 93, ""pricing_profile"": ""preferential""}"
5ee552ab-5ada-9e72-25fb-a674e88a2b77,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""self_service"", ""review_cycle_days"": 69, ""pricing_profile"": ""standard""}"
fe70a277-cb19-69b1-5ded-5ba950b160dc,mass_affluent,TIER_2,LOW,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 130, ""pricing_profile"": ""preferential""}"
7394df7a-0fbc-ad56-048f-fc7b16912952,emerging_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 47, ""pricing_profile"": ""preferential""}"
1ef200af-b326-c087-0cd9-d29424f89eb1,mass_affluent,TIER_4,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""self_service"", ""review_cycle_days"": 151, ""pricing_profile"": ""standard""}"
9a17c583-eae4-33d2-122a-0becefcad808,small_business_owner,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 88, ""pricing_profile"": ""preferential""}"
ec52d8d2-ebea-6134-67b9-ef049e22aaaa,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 60, ""pricing_profile"": ""standard""}"
f0ed2b49-2fd7-e008-e778-aea86f157ca1,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 90, ""pricing_profile"": ""preferential""}"
c7eb4988-6fea-7a0a-6fbd-a7c482cfc5af,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 173, ""pricing_profile"": ""preferential""}"
c24cd098-094d-3887-ca01-e5bd2415acb9,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 56, ""pricing_profile"": ""preferential""}"
47704b76-afae-4421-447c-f155870a7dc3,private_banking,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 64, ""pricing_profile"": ""preferential""}"
06491be3-ac1f-7413-dcfd-e7ab6b71091f,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 175, ""pricing_profile"": ""preferential""}"
2da4c946-54fc-172e-4b58-054d8cecd204,high_net_worth,TIER_2,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 51, ""pricing_profile"": ""preferential""}"
eabf26a1-07de-efa1-6809-2d6fbfd1a585,private_banking,TIER_2,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 36, ""pricing_profile"": ""preferential""}"
5c3e8f16-1eee-2bc8-e0a7-5b6de3fc5873,small_business_owner,TIER_3,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 152, ""pricing_profile"": ""preferential""}"
cd5639c9-d5ad-4f81-d9be-b851fe13b0af,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 100, ""pricing_profile"": ""preferential""}"
3ea5489d-c762-0363-401e-26e5300b76df,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 72, ""pricing_profile"": ""preferential""}"
d0731555-9d20-dad5-2f68-eef43398de9a,high_net_worth,TIER_1,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""cross_sell"", ""service_level"": ""concierge"", ""review_cycle_days"": 102, ""pricing_profile"": ""relationship_pricing""}"
2221f849-ff8b-619c-b849-f80a64f07fbc,small_business_owner,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 53, ""pricing_profile"": ""standard""}"
7e9af3d3-41a8-c94d-a845-d85300150385,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 60, ""pricing_profile"": ""preferential""}"
bdf75367-239a-605e-899d-5d813cb0b558,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 79, ""pricing_profile"": ""preferential""}"
6f0c1e79-bec3-9f93-2fc9-e42257071529,small_business_owner,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 87, ""pricing_profile"": ""standard""}"
6d95ad38-d6ae-8b6e-606a-65f7b9ecaec0,emerging_affluent,TIER_3,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 37, ""pricing_profile"": ""preferential""}"
91ffe696-65bc-58dd-dcf5-f479719eb216,private_banking,TIER_1,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 155, ""pricing_profile"": ""relationship_pricing""}"
7945a8dd-953b-1514-1f04-41334af9b051,emerging_affluent,TIER_4,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 140, ""pricing_profile"": ""standard""}"
c224e054-e2b1-f4c0-d39a-41e79fb94b16,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 47, ""pricing_profile"": ""preferential""}"
e0e167e8-2cde-deea-e1f4-b47967cfd602,high_net_worth,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 50, ""pricing_profile"": ""preferential""}"
7735b9da-39f5-4451-e3b0-9eee519e1fae,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 146, ""pricing_profile"": ""preferential""}"
ab0911f4-0cf6-e22e-0215-3884e85d839d,emerging_affluent,TIER_3,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 108, ""pricing_profile"": ""preferential""}"
84541461-00dc-342a-567b-5787e8489175,private_banking,TIER_1,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""concierge"", ""review_cycle_days"": 35, ""pricing_profile"": ""relationship_pricing""}"
ea37aaca-8f2c-98e7-cb11-24a2764ef16d,emerging_affluent,TIER_2,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 112, ""pricing_profile"": ""preferential""}"
464d2378-7fcc-8662-a237-456434ba2108,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 74, ""pricing_profile"": ""preferential""}"
9fc1be8c-7d98-0be0-e398-c3fb9e8f069b,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 130, ""pricing_profile"": ""preferential""}"
ac55b194-944a-666a-271f-cc8408ba4b34,emerging_affluent,TIER_4,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 134, ""pricing_profile"": ""standard""}"
1bbe350b-b7b6-c17d-7dcf-b68421570983,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 68, ""pricing_profile"": ""preferential""}"
00be10dd-23a0-7ae7-8f5f-923bd1dee223,high_net_worth,TIER_2,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 162, ""pricing_profile"": ""preferential""}"
8930c7c4-367d-5182-fa0b-81efdac0e9c1,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 91, ""pricing_profile"": ""preferential""}"
b00ab2b3-c9f0-5666-2cc2-23481a56ba50,mass_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""self_service"", ""review_cycle_days"": 52, ""pricing_profile"": ""standard""}"
85b4f907-f942-317d-a7d6-60851998d863,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 139, ""pricing_profile"": ""preferential""}"
ce378041-97ca-7017-6118-d5e72d900624,emerging_affluent,TIER_4,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""self_service"", ""review_cycle_days"": 55, ""pricing_profile"": ""standard""}"
cb3d1a93-39a5-abcd-1f02-aded8edb3aca,high_net_worth,TIER_2,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 56, ""pricing_profile"": ""preferential""}"
17619cb4-4016-f6a1-ad62-c90750fe03f7,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 135, ""pricing_profile"": ""preferential""}"
6089ac05-39b5-8f3f-9ce6-494b65744fe1,mass_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 50, ""pricing_profile"": ""preferential""}"
9d6be26a-455f-113f-30aa-65103027d0a2,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 124, ""pricing_profile"": ""preferential""}"
a3ae4e61-078f-ee3a-fe65-dedf994a4a32,emerging_affluent,TIER_3,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 107, ""pricing_profile"": ""preferential""}"
0c8bf741-c405-45b0-e06d-957c10e7c44a,high_net_worth,TIER_2,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 166, ""pricing_profile"": ""preferential""}"
9f1b67f9-9102-e31f-44d4-9f298b80abaf,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 32, ""pricing_profile"": ""preferential""}"
57578875-af07-e16b-6c2b-621e5562749a,private_banking,TIER_2,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 33, ""pricing_profile"": ""preferential""}"
c105ef70-80be-7393-0f5c-e528a2c02d7d,emerging_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 111, ""pricing_profile"": ""preferential""}"
db841913-5d4f-f955-1fb2-2ffff8137e79,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 110, ""pricing_profile"": ""preferential""}"
9ea10a31-ff5b-6146-8a82-bbcdc75f7769,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 133, ""pricing_profile"": ""preferential""}"
81d8264d-01d7-8c1a-9e9c-29190caaba4d,emerging_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 133, ""pricing_profile"": ""preferential""}"
c1ea11ac-ceca-f81a-a565-68c7d4137326,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 111, ""pricing_profile"": ""preferential""}"
b0b2c6c6-514f-1cbb-7762-b7acbbe7a046,high_net_worth,TIER_2,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 72, ""pricing_profile"": ""preferential""}"
20c970af-b441-119b-0d4f-9969e1c2e8ac,emerging_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 61, ""pricing_profile"": ""preferential""}"
fdda8a2b-0c4f-f77d-7cd1-ab72f5074e29,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 34, ""pricing_profile"": ""preferential""}"
6fe3b87e-d7ef-008d-089e-6e29ccd2d929,private_banking,TIER_1,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 72, ""pricing_profile"": ""relationship_pricing""}"
6af6faa0-21a3-26c3-9cb5-0fc8a07d4ea9,emerging_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 142, ""pricing_profile"": ""preferential""}"
d87b0055-1789-14b7-87fc-8cefef8bac1f,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 91, ""pricing_profile"": ""preferential""}"
5396decc-f16a-b886-ad13-bbee941058c3,private_banking,TIER_1,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 107, ""pricing_profile"": ""relationship_pricing""}"
9eeb6f84-e3cb-7cd9-8694-f6ea7db95caa,high_net_worth,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 173, ""pricing_profile"": ""preferential""}"
8a6bdc70-de59-3421-f1bc-d78ccf1189d7,mass_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""assisted"", ""review_cycle_days"": 168, ""pricing_profile"": ""preferential""}"
d28fbfa5-8e70-253a-31f3-fca641e8b7a1,private_banking,TIER_1,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 168, ""pricing_profile"": ""relationship_pricing""}"
124f5624-2c48-45f4-1d61-157b0f97168a,private_banking,TIER_1,LOW,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""concierge"", ""review_cycle_days"": 33, ""pricing_profile"": ""relationship_pricing""}"
39753f20-1f50-b9a1-1225-95086488c961,emerging_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 41, ""pricing_profile"": ""preferential""}"
99453735-380c-33bd-bc5f-e9952fee0ec7,high_net_worth,TIER_2,LOW,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 117, ""pricing_profile"": ""preferential""}"
4f8b2d47-2296-b3b0-5ffd-2dfd2fbfeb22,mass_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 148, ""pricing_profile"": ""standard""}"
ab882bb4-b765-491f-b74a-5953b003a32c,high_net_worth,TIER_1,MEDIUM,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 41, ""pricing_profile"": ""relationship_pricing""}"
747d0daf-6212-625d-f7e3-a5045a130ee9,emerging_affluent,TIER_4,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""self_service"", ""review_cycle_days"": 94, ""pricing_profile"": ""standard""}"
476cdf7e-d040-613f-53ce-edf88a68995e,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 41, ""pricing_profile"": ""preferential""}"
df76c179-9f74-c95b-93be-349b548872d8,private_banking,TIER_1,LOW,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 107, ""pricing_profile"": ""relationship_pricing""}"
a81eebcc-e885-255f-3dde-9788b10cadf5,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 52, ""pricing_profile"": ""preferential""}"
4bcdaf21-2e52-fd9a-9f93-eefc9f10ac7d,high_net_worth,TIER_4,VERY_HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""cross_sell"", ""service_level"": ""self_service"", ""review_cycle_days"": 108, ""pricing_profile"": ""standard""}"
7600a87a-f860-2ead-1bd0-4dece6c6fd36,private_banking,TIER_1,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""aum_growth"", ""service_level"": ""concierge"", ""review_cycle_days"": 115, ""pricing_profile"": ""relationship_pricing""}"
b75b4a5e-11aa-61da-f823-d735369e0281,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 141, ""pricing_profile"": ""preferential""}"
9cefdf5a-ca87-82de-ba3d-0a6666237e31,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""self_service"", ""review_cycle_days"": 97, ""pricing_profile"": ""standard""}"
fa0cf340-b48e-74ff-91f6-928c14ca197c,high_net_worth,TIER_1,LOW,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""concierge"", ""review_cycle_days"": 47, ""pricing_profile"": ""relationship_pricing""}"
b22a1ee5-439e-ffc9-1272-355b93464faf,emerging_affluent,TIER_2,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 33, ""pricing_profile"": ""preferential""}"
f5825764-6041-f406-3735-4e53b25f8d50,mass_affluent,TIER_2,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 51, ""pricing_profile"": ""preferential""}"
7af9d1a2-44d1-d3bc-3ab2-f29984ad536d,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 51, ""pricing_profile"": ""preferential""}"
ea1ea95f-a684-3aff-ebe0-e7a4df1c95cc,emerging_affluent,TIER_4,VERY_HIGH,"{""segment_model"": ""rm_judgement_overlay"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""self_service"", ""review_cycle_days"": 113, ""pricing_profile"": ""standard""}"
edd31a20-eb50-d106-63fb-09afde857963,mass_affluent,TIER_3,MEDIUM,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 78, ""pricing_profile"": ""preferential""}"
a82aff44-1e2a-91fc-387c-dd62bc6adf93,high_net_worth,TIER_2,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""cross_sell"", ""service_level"": ""advisory"", ""review_cycle_days"": 130, ""pricing_profile"": ""preferential""}"
25e0b367-3737-bba2-a940-03b5db7400f1,small_business_owner,TIER_3,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 171, ""pricing_profile"": ""preferential""}"
85ffed93-24bb-4560-293b-0b4dd96cd6f1,emerging_affluent,TIER_4,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""self_service"", ""review_cycle_days"": 81, ""pricing_profile"": ""standard""}"
33f8123f-082c-e757-79f1-b9a88a5fa752,mass_affluent,TIER_2,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""advisory"", ""review_cycle_days"": 164, ""pricing_profile"": ""preferential""}"
f96bc245-c663-20a3-b726-b09e5264d4e5,high_net_worth,TIER_2,HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""deposit_growth"", ""service_level"": ""advisory"", ""review_cycle_days"": 84, ""pricing_profile"": ""preferential""}"
9d5212f7-847c-e898-76b1-7138297fafaf,emerging_affluent,TIER_3,VERY_HIGH,"{""segment_model"": ""retail_value_model_v2"", ""primary_objective"": ""aum_growth"", ""service_level"": ""assisted"", ""review_cycle_days"": 178, ""pricing_profile"": ""preferential""}"
b61b0b4d-6c52-8286-aac0-4c780a856ea2,mass_affluent,TIER_3,HIGH,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""assisted"", ""review_cycle_days"": 124, ""pricing_profile"": ""preferential""}"
cbed70bb-8d6b-c13f-207d-67fd64fb4672,private_banking,TIER_1,MEDIUM,"{""segment_model"": ""wealth_behavior_scorecard"", ""primary_objective"": ""credit_uplift"", ""service_level"": ""concierge"", ""review_cycle_days"": 30, ""pricing_profile"": ""relationship_pricing""}"
